,Close,High,Open,Low
0,0.3034122346214179,0.2618613272102618,0.3097658452850778,0.3065795126704829
1,0.31679843537133795,0.2671442011657338,0.3176768840672947,0.315185335608992
2,0.3250300495239541,0.27974943526866225,0.32813451941037897,0.33319779051141596
3,0.3363040714116322,0.28928477941470176,0.33616438693862954,0.34366595663683513
4,0.3464473668606063,0.2984410821922111,0.346926607909477,0.3536391816684428
5,0.3549893444079488,0.3077768381498793,0.3565566430544358,0.3642813762772621
6,0.36368181675216815,0.3161995356965205,0.36489944514024336,0.3733459072416827
7,0.3719485896709189,0.3242528076360216,0.3733421224430056,0.38201794602951933
8,0.37960041235069214,0.3320578623870944,0.381338734417281,0.3904759824347587
9,0.38691357077115235,0.339374191596388,0.3887768872693788,0.39829454738254955
10,0.3938066787153822,0.3462808028995333,0.39588374454615016,0.40564689588532954
11,0.40025456432136824,0.3528097784668981,0.4025777402367509,0.4125981453054207
12,0.4063220564163999,0.35893735179278585,0.40884758139213817,0.41909439144466776
13,0.4120159326007769,0.36469031290596743,0.41474828642123246,0.42518303569315674
14,0.41734792619551475,0.37009232172832746,0.42028547398342847,0.4308961715066382
15,0.4223456695900151,0.3751551108722344,0.4254724340723729,0.4362433348890198
16,0.4270268492036291,0.3798987606423604,0.43033476376312296,0.4412492717690583
17,0.43140868710536096,0.38434252309208516,0.43488925627538677,0.4459366225997829
18,0.43551054226654023,0.38850304600070285,0.43915296041268576,0.45032287254663
19,0.4393494463651335,0.3923975519492063,0.44314443906905654,0.45442717599677956
20,0.442941476933531,0.39604256000772387,0.4468801523861439,0.45826760431962915
21,0.4463023438256515,0.3994533826139078,0.4503757610852119,0.46186049909591265
22,0.44944664957276503,0.40264472193872003,0.4536464927265438,0.4652216388835992
23,0.4523881113774827,0.40563047637121324,0.4567065198727763,0.4683658871172555
24,0.45513971215334936,0.40842367581133904,0.4595691848800784,0.47130707201872096
25,0.4577136100385101,0.4110366035706259,0.4622471048740761,0.4740582305640472
26,0.46012120286395125,0.41348080390575814,0.4647521002794415,0.47663159392774285
27,0.46237319103576136,0.41576709769584863,0.4670952583621757,0.47903860121025005
